Epoch,PC_Index,Source_Line,Voltage,Action,Status,Total_Cycles,Wasted_Cycles,Wasted_Time_ms
4,24,84,2.000000005625,EXECUTE,SUCCESS,231,0,0.0
4,25,85,2.000000005625,EXECUTE,SUCCESS,232,0,0.0
4,26,86,2.000000015625,EXECUTE,SUCCESS,233,0,0.0
4,27,42,2.000000015625,EXECUTE,SUCCESS,234,0,0.0
4,28,44,2.000000015625,EXECUTE,SUCCESS,235,0,0.0
4,29,46,2.0000000312499995,EXECUTE,SUCCESS,237,0,0.0
4,30,47,2.0000000312499995,EXECUTE,SUCCESS,239,0,0.0
4,31,49,2.0000000312499995,EXECUTE,SUCCESS,241,0,0.0
4,32,51,2.0000000312499995,EXECUTE,SUCCESS,243,0,0.0
4,33,52,2.0000000468749994,EXECUTE,SUCCESS,246,0,0.0
4,33,53,2.0000014999994375,CHECKPOINT,SUCCESS,342,0,0.0
4,34,53,2.00000001125,EXECUTE,SUCCESS,344,0,0.0
4,35,55,2.00000001125,EXECUTE,SUCCESS,346,0,0.0
4,36,56,2.000000005625,EXECUTE,SUCCESS,347,0,0.0
4,37,59,2.000000005625,EXECUTE,SUCCESS,348,0,0.0
4,38,60,2.000000005625,EXECUTE,SUCCESS,349,0,0.0
4,39,67,2.000000005625,EXECUTE,SUCCESS,350,0,0.0
4,40,69,2.00000001125,EXECUTE,SUCCESS,352,0,0.0
4,41,70,2.000000005625,EXECUTE,SUCCESS,353,0,0.0
4,42,72,2.00000001125,EXECUTE,SUCCESS,355,0,0.0
4,43,73,2.0000000312499995,EXECUTE,SUCCESS,357,0,0.0
4,44,74,2.00000001125,EXECUTE,SUCCESS,359,0,0.0
4,45,75,2.00000001125,EXECUTE,SUCCESS,361,0,0.0
4,46,76,2.00000001125,EXECUTE,SUCCESS,363,0,0.0
4,47,78,2.000000005625,EXECUTE,SUCCESS,364,0,0.0
4,48,81,2.000000005625,EXECUTE,SUCCESS,365,0,0.0
4,49,83,2.00000001125,EXECUTE,SUCCESS,367,0,0.0
4,50,84,2.000000005625,EXECUTE,SUCCESS,368,0,0.0
4,51,85,2.000000015625,EXECUTE,SUCCESS,369,0,0.0
4,52,86,2.000000015625,EXECUTE,SUCCESS,370,0,0.0
4,53,42,2.000000005625,EXECUTE,SUCCESS,371,0,0.0
4,54,44,2.000000005625,EXECUTE,SUCCESS,372,0,0.0
4,55,46,2.00000001125,EXECUTE,SUCCESS,374,0,0.0
4,56,47,2.00000001125,EXECUTE,SUCCESS,376,0,0.0
4,57,49,2.0000000312499995,EXECUTE,SUCCESS,378,0,0.0
4,58,51,2.0000000312499995,EXECUTE,SUCCESS,380,0,0.0
4,59,52,2.0000000468749994,EXECUTE,SUCCESS,383,0,0.0
4,60,53,2.0000000312499995,EXECUTE,SUCCESS,385,0,0.0
4,61,55,2.0000000312499995,EXECUTE,SUCCESS,387,0,0.0
4,62,56,2.000000015625,EXECUTE,SUCCESS,388,0,0.0
4,63,59,2.000000015625,EXECUTE,SUCCESS,389,0,0.0
4,64,60,2.000000015625,EXECUTE,SUCCESS,390,0,0.0
4,64,67,2.0000014999994375,CHECKPOINT,SUCCESS,486,0,0.0
4,65,67,2.000000015625,EXECUTE,SUCCESS,487,0,0.0
4,66,69,2.0000000312499995,EXECUTE,SUCCESS,489,0,0.0
4,67,70,2.000000015625,EXECUTE,SUCCESS,490,0,0.0
4,68,72,2.0000000312499995,EXECUTE,SUCCESS,492,0,0.0
4,69,73,2.0000000312499995,EXECUTE,SUCCESS,494,0,0.0
4,70,74,2.0000000312499995,EXECUTE,SUCCESS,496,0,0.0
4,71,75,2.00000001125,EXECUTE,SUCCESS,498,0,0.0
4,72,76,2.00000001125,EXECUTE,SUCCESS,500,0,0.0
4,73,78,2.000000005625,EXECUTE,SUCCESS,501,0,0.0
4,74,81,2.000000005625,EXECUTE,SUCCESS,502,0,0.0
4,75,83,2.0000000312499995,EXECUTE,SUCCESS,504,0,0.0
4,76,84,2.000000015625,EXECUTE,SUCCESS,505,0,0.0
4,77,85,2.000000015625,EXECUTE,SUCCESS,506,0,0.0
4,78,86,2.000000015625,EXECUTE,SUCCESS,507,0,0.0
4,78,42,2.0000014999994375,CHECKPOINT,SUCCESS,603,0,0.0
4,79,42,2.000000015625,EXECUTE,SUCCESS,604,0,0.0
4,80,44,2.000000015625,EXECUTE,SUCCESS,605,0,0.0
4,81,46,2.0000000312499995,EXECUTE,SUCCESS,607,0,0.0
4,82,47,2.0000000312499995,EXECUTE,SUCCESS,609,0,0.0
4,83,49,2.0,EXECUTE,CRASH,611,8,0.0005
5,1,42,3.296968313845312,EXECUTE,SUCCESS,1,0,0.0
5,2,44,3.2939338373743943,EXECUTE,SUCCESS,2,0,0.0
5,3,46,3.2744465562900857,EXECUTE,SUCCESS,4,0,0.0
5,4,47,3.254842591432034,EXECUTE,SUCCESS,6,0,0.0
5,5,49,3.2440715805912785,EXECUTE,SUCCESS,8,0,0.0
5,6,51,3.2242829505178343,EXECUTE,SUCCESS,10,0,0.0
5,7,52,3.196560747506606,EXECUTE,SUCCESS,13,0,0.0
5,8,53,2.0223749930465393,EXECUTE,SUCCESS,15,0,0.0
5,9,55,2.00000001125,EXECUTE,SUCCESS,17,0,0.0
5,10,56,2.000000015625,EXECUTE,SUCCESS,18,0,0.0
5,11,59,2.000000015625,EXECUTE,SUCCESS,19,0,0.0
5,12,60,2.000000015625,EXECUTE,SUCCESS,20,0,0.0
5,13,67,2.000000015625,EXECUTE,SUCCESS,21,0,0.0
5,14,69,2.0000000312499995,EXECUTE,SUCCESS,23,0,0.0
5,15,70,2.000000015625,EXECUTE,SUCCESS,24,0,0.0
5,16,72,2.0000000312499995,EXECUTE,SUCCESS,26,0,0.0
5,17,73,2.0000000312499995,EXECUTE,SUCCESS,28,0,0.0
5,18,74,2.0000000312499995,EXECUTE,SUCCESS,30,0,0.0
5,19,75,2.0000000312499995,EXECUTE,SUCCESS,32,0,0.0
5,20,76,2.0000000312499995,EXECUTE,SUCCESS,34,0,0.0
5,21,78,2.000000015625,EXECUTE,SUCCESS,35,0,0.0
5,22,81,2.000000015625,EXECUTE,SUCCESS,36,0,0.0
5,23,83,2.0000000312499995,EXECUTE,SUCCESS,38,0,0.0
5,24,84,2.000000015625,EXECUTE,SUCCESS,39,0,0.0
5,25,85,2.000000015625,EXECUTE,SUCCESS,40,0,0.0
5,25,86,2.0000014999994375,CHECKPOINT,SUCCESS,136,0,0.0
5,26,86,2.000000015625,EXECUTE,SUCCESS,137,0,0.0
5,27,42,2.000000015625,EXECUTE,SUCCESS,138,0,0.0
5,28,44,2.000000015625,EXECUTE,SUCCESS,139,0,0.0
5,29,46,2.0000000312499995,EXECUTE,SUCCESS,141,0,0.0
5,30,47,2.0000000312499995,EXECUTE,SUCCESS,143,0,0.0
5,31,49,2.0000000312499995,EXECUTE,SUCCESS,145,0,0.0
5,32,51,2.0000000312499995,EXECUTE,SUCCESS,147,0,0.0
5,33,52,2.0000000468749994,EXECUTE,SUCCESS,150,0,0.0
5,34,53,2.0000000312499995,EXECUTE,SUCCESS,152,0,0.0
5,35,55,2.0000000312499995,EXECUTE,SUCCESS,154,0,0.0
5,36,56,2.000000015625,EXECUTE,SUCCESS,155,0,0.0
5,37,59,2.000000015625,EXECUTE,SUCCESS,156,0,0.0
5,38,60,2.000000005625,EXECUTE,SUCCESS,157,0,0.0
5,39,67,2.000000005625,EXECUTE,SUCCESS,158,0,0.0
5,40,69,2.0000000312499995,EXECUTE,SUCCESS,160,0,0.0
5,41,70,2.000000015625,EXECUTE,SUCCESS,161,0,0.0
5,42,72,2.0,EXECUTE,CRASH,163,27,0.0016875
6,1,42,3.296968313845312,EXECUTE,SUCCESS,1,0,0.0
6,2,44,3.2939338373743943,EXECUTE,SUCCESS,2,0,0.0
6,3,46,3.2744465562900857,EXECUTE,SUCCESS,4,0,0.0
6,4,47,3.2548426037214147,EXECUTE,SUCCESS,6,0,0.0
6,5,49,3.2440715929214625,EXECUTE,SUCCESS,8,0,0.0
6,6,51,3.224282962923694,EXECUTE,SUCCESS,10,0,0.0
6,7,52,3.196560778790229,EXECUTE,SUCCESS,13,0,0.0
6,8,53,3.1764761824229053,EXECUTE,SUCCESS,15,0,0.0
6,9,55,3.156263782148126,EXECUTE,SUCCESS,17,0,0.0
6,10,56,3.1530938972697897,EXECUTE,SUCCESS,18,0,0.0
6,11,59,2.0,EXECUTE,CRASH,19,19,0.0011875
7,1,42,3.2969683077791325,EXECUTE,SUCCESS,1,0,0.0
7,2,44,3.2939338252308588,EXECUTE,SUCCESS,2,0,0.0
7,3,46,3.2744465318584757,EXECUTE,SUCCESS,4,0,0.0
7,4,47,3.2548425668532723,EXECUTE,SUCCESS,6,0,0.0
7,5,49,3.2440715436007257,EXECUTE,SUCCESS,8,0,0.0
7,6,51,3.2242829008943974,EXECUTE,SUCCESS,10,0,0.0
7,7,52,3.196560697452809,EXECUTE,SUCCESS,13,0,0.0
7,8,53,3.176476087978625,EXECUTE,SUCCESS,15,0,0.0
7,9,55,3.1562636870990333,EXECUTE,SUCCESS,17,0,0.0
7,10,56,3.153093802125143,EXECUTE,SUCCESS,18,0,0.0
